1,311,311,311,320,311,311,308,311,311,311,320,311,311,308
2,73,77,77,89,128,125,76,73,77,77,89,128,125,76
3,78,79,78,79,79,80,78,78,79,78,79,79,80,78
4,124,124,124,124,124,124,124,124,124,124,124,124,124,124
5,27,35,28,24,23,21,36,27,35,28,24,23,21,36
6,63,61,60,65,65,60,61,63,61,60,65,65,60,61
7,101,108,105,121,127,126,95,101,108,105,121,127,126,95
8,62,62,62,62,62,62,62,62,62,62,62,62,62,62
9,105,104,100,105,133,146,114,105,104,100,105,133,146,114
10,71,72,72,72,72,73,72,71,72,72,72,72,73,72
11,35,37,43,47,28,27,41,35,37,43,47,28,27,41
12,50,53,65,61,68,63,53,50,53,65,61,68,63,53
13,202,198,191,207,198,189,202,202,198,191,207,198,189,202
14,43,43,43,43,41,41,43,43,43,43,43,41,41,43
15,109,109,109,109,109,109,109,109,109,109,109,109,109,109
16,47,49,49,51,49,49,48,47,49,49,51,49,49,48
17,69,70,67,81,86,79,62,69,70,67,81,86,79,62
18,72,72,72,72,72,72,72,72,72,72,72,72,72,72
19,246,252,251,253,266,273,248,246,252,251,253,266,273,248
20,123,125,130,125,106,102,132,123,125,130,125,106,102,132
21,62,63,68,83,101,104,63,62,63,68,83,101,104,63
22,84,81,84,84,84,84,84,84,81,84,84,84,84,84
23,37,37,37,37,14,15,37,37,37,37,37,14,15,37
24,49,58,56,69,90,89,46,49,58,56,69,90,89,46
25,72,74,75,83,90,78,70,72,74,75,83,90,78,70
26,82,79,84,77,103,107,80,82,79,84,77,103,107,80
27,49,46,44,45,46,44,47,49,46,44,45,46,44,47
28,57,57,58,69,75,75,53,57,57,58,69,75,75,53
29,49,47,50,72,110,92,48,49,47,50,72,110,92,48
30,45,48,43,53,50,37,41,45,48,43,53,50,37,41
31,378,378,378,378,378,378,378,378,378,378,378,378,378,378
32,346,361,351,344,151,110,355,346,361,351,344,151,110,355
33,71,71,71,71,71,71,71,71,71,71,71,71,71,71
34,280,286,285,340,387,321,272,280,286,285,340,387,321,272
35,132,131,148,137,190,208,135,132,131,148,137,190,208,135
36,47,49,46,50,63,64,49,47,49,46,50,63,64,49
37,50,50,56,73,78,59,46,50,50,56,73,78,59,46
38,85,68,70,72,39,35,65,85,68,70,72,39,35,65
39,75,87,86,94,125,114,86,75,87,86,94,125,114,86
40,83,83,83,83,83,84,83,83,83,83,83,83,84,83
41,34,53,46,86,139,98,43,34,53,46,86,139,98,43
42,79,83,80,83,87,84,84,79,83,80,83,87,84,84
43,71,75,74,99,84,79,77,71,75,74,99,84,79,77
44,46,45,48,49,58,65,45,46,45,48,49,58,65,45
45,38,38,38,38,38,38,38,38,38,38,38,38,38,38
46,118,117,117,116,121,118,124,118,117,117,116,121,118,124
47,107,107,107,107,107,107,107,107,107,107,107,107,107,107
48,429,429,429,429,429,429,429,429,429,429,429,429,429,429
49,360,371,367,379,482,519,354,360,371,367,379,482,519,354
50,68,68,68,68,68,68,68,68,68,68,68,68,68,68
51,101,104,98,98,81,81,101,101,104,98,98,81,81,101
52,55,57,63,82,111,110,57,55,57,63,82,111,110,57
53,128,128,128,128,128,128,128,128,128,128,128,128,128,128
54,222,230,232,229,230,236,231,222,230,232,229,230,236,231
55,277,279,277,320,267,250,263,277,279,277,320,267,250,263
56,50,56,51,57,69,60,44,50,56,51,57,69,60,44
57,32,42,47,43,42,31,34,32,42,47,43,42,31,34
58,680,711,721,718,848,814,711,680,711,721,718,848,814,711
59,168,178,180,198,176,178,172,168,178,180,198,176,178,172
60,101,98,103,109,105,101,98,101,98,103,109,105,101,98
61,59,58,58,59,61,60,59,59,58,58,59,61,60,59
62,68,67,67,75,82,79,63,68,67,67,75,82,79,63
63,214,210,210,205,210,210,210,214,210,210,205,210,210,210
64,74,69,56,61,50,44,61,74,69,56,61,50,44,61
65,286,273,281,325,517,572,301,286,273,281,325,517,572,301
66,37,43,48,71,62,54,43,37,43,48,71,62,54,43
67,65,61,65,65,78,73,56,65,61,65,65,78,73,56
68,57,57,57,57,57,57,57,57,57,57,57,57,57,57
69,99,96,100,109,118,106,95,99,96,100,109,118,106,95
70,57,59,59,59,59,59,59,57,59,59,59,59,59,59
71,114,109,115,129,107,92,117,114,109,115,129,107,92,117
72,393,391,384,404,467,453,420,393,391,384,404,467,453,420
73,95,95,95,95,95,95,95,95,95,95,95,95,95,95
74,77,84,84,88,111,100,82,77,84,84,88,111,100,82
75,43,43,43,43,43,43,43,43,43,43,43,43,43,43
76,39,42,39,49,85,63,48,39,42,39,49,85,63,48
77,98,105,104,113,104,105,103,98,105,104,113,104,105,103
78,52,46,51,50,50,51,51,52,46,51,50,50,51,51
79,123,120,122,117,41,38,122,123,120,122,117,41,38,122
80,58,59,59,59,60,63,58,58,59,59,59,60,63,58
81,59,50,54,47,53,55,64,59,50,54,47,53,55,64
82,151,153,152,156,142,141,153,151,153,152,156,142,141,153
83,78,79,79,95,110,106,72,78,79,79,95,110,106,72
84,140,140,158,178,212,211,134,140,140,158,178,212,211,134
85,58,59,58,74,93,82,60,58,59,58,74,93,82,60
86,65,60,64,70,83,84,67,65,60,64,70,83,84,67
87,116,114,116,109,25,29,117,116,114,116,109,25,29,117
88,326,390,360,444,474,448,340,326,390,360,444,474,448,342
89,32,37,42,47,65,57,35,32,37,42,47,65,57,35
90,343,337,349,354,363,353,344,343,337,349,354,363,353,344
91,95,95,95,95,95,95,95,95,95,95,95,95,95,95
92,105,109,115,134,203,185,107,105,109,115,134,203,185,107
93,96,97,96,96,91,92,96,96,97,96,96,91,92,96
94,60,60,61,61,55,60,63,60,60,61,61,55,60,63
95,45,46,48,43,43,41,50,45,46,48,43,43,41,50
96,119,119,119,119,119,119,119,119,119,119,119,119,119,119
97,138,138,137,138,138,138,138,138,138,137,138,138,138,138
98,52,54,53,60,67,59,55,52,54,53,60,67,59,55
99,45,41,43,41,30,41,47,45,41,43,41,30,41,47
100,309,294,272,330,280,177,291,309,294,272,330,280,177,291
101,26,28,23,32,45,45,27,26,28,23,32,45,45,27
102,126,126,126,126,126,126,126,126,126,126,126,126,126,126
103,63,63,63,63,63,63,63,63,63,63,63,63,63,63
104,72,75,76,81,72,61,65,72,75,76,81,72,61,65
105,73,79,77,94,131,133,73,73,79,77,94,131,133,73
106,53,55,53,55,51,46,57,53,55,53,55,51,46,57
107,31,29,34,51,128,96,26,31,29,34,51,128,96,26
108,33,41,39,55,61,54,40,33,41,39,55,61,54,40
109,77,77,77,77,77,77,77,77,77,77,77,77,77,77
110,131,135,133,136,128,121,131,131,135,133,136,128,121,131
111,130,135,129,139,132,131,134,130,135,129,139,132,131,134
112,99,103,93,113,143,141,104,99,103,93,113,143,141,104
113,95,91,88,85,77,82,93,95,91,88,85,77,82,93
114,270,297,272,351,209,172,243,270,297,272,351,209,172,243
115,330,330,330,330,330,330,323,330,330,330,330,330,330,323
116,223,223,223,223,223,223,223,223,223,223,223,223,223,223
117,77,72,75,82,115,111,79,77,72,75,82,115,111,79
118,63,63,61,56,37,41,63,63,63,61,56,37,41,63
119,42,43,41,66,89,52,45,42,43,41,66,89,52,45
120,238,238,238,238,238,238,238,238,238,238,238,238,238,238
121,64,64,63,64,65,66,60,64,64,63,64,65,66,60
122,42,47,45,53,57,56,44,42,47,45,53,57,56,44
123,40,43,45,52,43,43,41,40,43,45,52,43,43,41
124,187,202,188,203,245,252,214,187,202,188,203,245,252,214
125,31,31,30,39,50,38,31,31,31,30,39,50,38,31
126,28,29,31,28,30,29,29,28,29,31,28,30,29,29
127,53,58,63,60,81,77,46,53,58,63,60,81,77,46
128,44,44,45,54,67,68,40,44,44,45,54,67,68,40
129,162,169,186,211,264,257,178,162,169,186,211,264,257,178
130,211,214,219,227,279,305,216,211,214,219,227,279,305,216
131,27,32,36,34,33,35,29,27,32,36,34,33,35,29
132,51,52,55,58,58,54,52,51,52,55,58,58,54,52
133,66,67,63,62,37,32,65,66,67,63,62,37,32,65
134,163,160,171,169,160,146,162,163,160,171,169,160,146,162
135,119,114,111,120,113,112,114,119,114,111,120,113,112,114
136,37,38,39,39,26,30,38,37,38,39,39,26,30,38
137,72,70,73,79,59,52,69,72,70,73,79,59,52,69
138,211,203,199,224,168,153,204,211,203,199,224,168,153,204
139,77,78,78,92,117,108,81,77,78,78,92,117,108,81
140,225,231,228,225,167,176,233,225,231,228,225,167,176,233
141,42,45,47,46,59,65,46,42,45,47,46,59,65,46
142,362,362,362,362,362,362,362,362,362,362,362,362,362,362
143,63,65,67,66,73,67,63,63,65,67,66,73,67,63
144,101,94,102,102,102,111,101,101,94,102,102,102,111,101
145,61,62,61,69,74,70,58,61,62,61,69,74,70,58
146,409,411,433,462,611,578,421,409,411,433,462,611,578,421
147,98,105,110,107,91,75,105,98,105,110,107,91,75,105
148,63,63,63,63,63,63,63,63,63,63,63,63,63,63
149,107,106,105,107,111,109,102,107,106,105,107,111,109,102
150,73,73,73,73,73,73,73,73,73,73,73,73,73,73
151,92,93,99,106,66,65,89,92,93,99,106,66,65,89
152,44,52,53,60,57,55,52,44,52,53,60,57,55,52
153,58,62,64,71,88,83,60,58,62,64,71,88,83,60
